delta,local_std,local_stability,k_delta
6.5800000000e-01,1.7870484092e-16,1.7870484092e-16,1.3390001466e+01
6.6000000000e-01,1.5611459901e-16,1.5611459901e-16,1.3439906436e+01
6.6200000000e-01,1.5339935538e-16,1.5339935538e-16,1.3446385511e+01
6.6400000000e-01,1.8637803737e-16,1.8637803737e-16,1.3374476806e+01
6.6600000000e-01,1.5966311121e-16,1.5966311121e-16,1.3431606851e+01
6.6800000000e-01,1.6399080890e-16,1.6399080890e-16,1.3421730984e+01
6.7000000000e-01,1.6653345369e-16,1.6653345369e-16,1.3416049469e+01
6.7200000000e-01,2.4881698793e-16,2.4881698793e-16,1.3267779904e+01
6.7400000000e-01,2.5050009836e-16,2.5050009836e-16,1.3265290409e+01
6.7600000000e-01,2.4541614025e-16,2.4541614025e-16,1.3272861913e+01
6.7800000000e-01,2.7603766406e-16,2.7603766406e-16,1.3229442474e+01
6.8000000000e-01,2.8844440296e-16,2.8844440296e-16,1.3213207533e+01
6.8200000000e-01,2.8106608587e-16,2.8106608587e-16,1.3222776238e+01
6.8400000000e-01,3.0266190962e-16,3.0266190962e-16,1.3195440501e+01
6.8600000000e-01,2.7856322138e-16,2.7856322138e-16,1.3226079272e+01
6.8800000000e-01,2.8006762415e-16,2.8006762415e-16,1.3224090370e+01
6.9000000000e-01,2.9940488420e-16,2.9940488420e-16,1.3199435843e+01
6.9200000000e-01,2.9658468116e-16,2.9658468116e-16,1.3202930610e+01
6.9400000000e-01,2.4937928693e-16,2.4937928693e-16,1.3266946337e+01
6.9600000000e-01,2.7906559008e-16,2.7906559008e-16,1.3225413922e+01
6.9800000000e-01,2.7856322138e-16,2.7856322138e-16,1.3226079272e+01
7.0000000000e-01,2.5161591724e-16,2.5161591724e-16,1.3263649201e+01
7.0200000000e-01,2.3491838398e-16,2.3491838398e-16,1.3289005317e+01
7.0400000000e-01,2.4022461263e-16,2.4022461263e-16,1.3280757235e+01
7.0600000000e-01,2.0084690216e-16,2.0084690216e-16,1.3346868061e+01
7.0800000000e-01,2.0084690216e-16,2.0084690216e-16,1.3346868061e+01
7.1000000000e-01,1.8334729820e-16,1.8334729820e-16,1.3380530945e+01
7.1200000000e-01,1.7393851954e-16,1.7393851954e-16,1.3399984150e+01
7.1400000000e-01,1.8104095107e-16,1.8104095107e-16,1.3385205490e+01
7.1600000000e-01,2.1499376425e-16,2.1499376425e-16,1.3321733340e+01
7.1800000000e-01,1.9009852482e-16,1.9009852482e-16,1.3367178042e+01
7.2000000000e-01,1.9732917114e-16,1.9732917114e-16,1.3353392934e+01
7.2200000000e-01,2.0084690216e-16,2.0084690216e-16,1.3346868061e+01
7.2400000000e-01,2.0904808366e-16,2.0904808366e-16,1.3332089401e+01
7.2600000000e-01,1.9732917114e-16,1.9732917114e-16,1.3353392934e+01
7.2800000000e-01,1.9374758182e-16,1.9374758182e-16,1.3360156866e+01
7.3000000000e-01,1.9874373528e-16,1.9874373528e-16,1.3350755251e+01
7.3200000000e-01,2.1693944883e-16,2.1693944883e-16,1.3318406499e+01
7.3400000000e-01,2.1886783741e-16,2.1886783741e-16,1.3315138543e+01
7.3600000000e-01,1.8562499172e-16,1.8562499172e-16,1.3375971832e+01
7.3800000000e-01,2.0292827280e-16,2.0292827280e-16,1.3343061025e+01
7.4000000000e-01,1.9732917114e-16,1.9732917114e-16,1.3353392934e+01
7.4200000000e-01,1.9732917114e-16,1.9732917114e-16,1.3353392934e+01
7.4400000000e-01,1.9518810412e-16,1.9518810412e-16,1.3357421487e+01
7.4600000000e-01,2.0154308069e-16,2.0154308069e-16,1.3345590307e+01
7.4800000000e-01,2.0361733513e-16,2.0361733513e-16,1.3341809260e+01
7.5000000000e-01,1.9302328926e-16,1.9302328926e-16,1.3361539903e+01
7.5200000000e-01,2.1693944883e-16,2.1693944883e-16,1.3318406499e+01
7.5400000000e-01,2.1368679916e-16,2.1368679916e-16,1.3323985010e+01
7.5600000000e-01,2.1693944883e-16,2.1693944883e-16,1.3318406499e+01
7.5800000000e-01,1.9944725513e-16,1.9944725513e-16,1.3349450406e+01
7.6000000000e-01,1.7791932133e-16,1.7791932133e-16,1.3391628214e+01
7.6200000000e-01,1.9661807272e-16,1.9661807272e-16,1.3354726042e+01
7.6400000000e-01,2.3670034416e-16,2.3670034416e-16,1.3286214816e+01
7.6600000000e-01,2.3670034416e-16,2.3670034416e-16,1.3286214816e+01
7.6800000000e-01,2.3252119489e-16,2.3252119489e-16,1.3292792828e+01
7.7000000000e-01,2.4080697619e-16,2.4080697619e-16,1.3279863119e+01
7.7200000000e-01,2.3729135718e-16,2.3729135718e-16,1.3285293942e+01
7.7400000000e-01,2.4369791978e-16,2.4369791978e-16,1.3275456354e+01
7.7600000000e-01,2.3252119489e-16,2.3252119489e-16,1.3292792828e+01
7.7800000000e-01,2.2330265808e-16,2.2330265808e-16,1.3307731000e+01
7.8000000000e-01,2.1434127787e-16,2.1434127787e-16,1.3322855742e+01
7.8200000000e-01,1.8637803737e-16,1.8637803737e-16,1.3374476806e+01
7.8400000000e-01,1.9732917114e-16,1.9732917114e-16,1.3353392934e+01
7.8600000000e-01,1.7948692274e-16,1.7948692274e-16,1.3388388926e+01
7.8800000000e-01,1.7870484092e-16,1.7870484092e-16,1.3390001466e+01
7.9000000000e-01,1.5878341795e-16,1.5878341795e-16,1.3433647034e+01
7.9200000000e-01,1.4103050659e-16,1.4103050659e-16,1.3477429419e+01
7.9400000000e-01,1.4202020650e-16,1.4202020650e-16,1.3474847073e+01
7.9600000000e-01,1.4202020650e-16,1.4202020650e-16,1.3474847073e+01
7.9800000000e-01,1.8936027533e-16,1.8936027533e-16,1.3368614895e+01
8.0000000000e-01,1.9661807272e-16,1.9661807272e-16,1.3354726042e+01
8.0200000000e-01,1.8104095107e-16,1.8104095107e-16,1.3385205490e+01
8.0400000000e-01,1.8104095107e-16,1.8104095107e-16,1.3385205490e+01
8.0600000000e-01,1.5248353014e-16,1.5248353014e-16,1.3448596731e+01
8.0800000000e-01,1.5521479555e-16,1.5521479555e-16,1.3442040965e+01
8.1000000000e-01,1.4781931755e-16,1.4781931755e-16,1.3460068413e+01
8.1200000000e-01,1.5339935538e-16,1.5339935538e-16,1.3446385511e+01
8.1400000000e-01,1.2856119404e-16,1.2856119404e-16,1.3511613134e+01
8.1600000000e-01,1.2299310668e-16,1.2299310668e-16,1.3527963163e+01
8.1800000000e-01,1.4300305703e-16,1.4300305703e-16,1.3472300348e+01
8.2000000000e-01,1.1835017208e-16,1.1835017208e-16,1.3542172840e+01
8.2200000000e-01,1.4300305703e-16,1.4300305703e-16,1.3472300348e+01
8.2400000000e-01,1.2299310668e-16,1.2299310668e-16,1.3527963163e+01
8.2600000000e-01,1.9590439315e-16,1.9590439315e-16,1.3356068846e+01
8.2800000000e-01,1.9009852482e-16,1.9009852482e-16,1.3367178042e+01
8.3000000000e-01,1.9874373528e-16,1.9874373528e-16,1.3350755251e+01
8.3200000000e-01,1.9944725513e-16,1.9944725513e-16,1.3349450406e+01
8.3400000000e-01,2.0904808366e-16,2.0904808366e-16,1.3332089401e+01
8.3600000000e-01,2.3131328441e-16,2.3131328441e-16,1.3294716124e+01
8.3800000000e-01,2.3312280313e-16,2.3312280313e-16,1.3291838642e+01
8.4000000000e-01,2.8255716310e-16,2.8255716310e-16,1.3220822414e+01
8.4200000000e-01,2.8305244335e-16,2.8305244335e-16,1.3220175707e+01
8.4400000000e-01,2.8649543197e-16,2.8649543197e-16,1.3215711093e+01
8.4600000000e-01,2.7906559008e-16,2.7906559008e-16,1.3225413922e+01
8.4800000000e-01,2.2948949813e-16,2.2948949813e-16,1.3297639161e+01
8.5000000000e-01,2.3846898901e-16,2.3846898901e-16,1.3283465861e+01
8.5200000000e-01,2.5438405243e-16,2.5438405243e-16,1.3259608894e+01
8.5400000000e-01,2.7956705606e-16,2.7956705606e-16,1.3224750960e+01
8.5600000000e-01,2.7348878525e-16,2.7348878525e-16,1.3232868077e+01
8.5800000000e-01,2.5438405243e-16,2.5438405243e-16,1.3259608894e+01
8.6000000000e-01,2.9182378322e-16,2.9182378322e-16,1.3208906364e+01
8.6200000000e-01,2.2267451996e-16,2.2267451996e-16,1.3308771198e+01
8.6400000000e-01,1.9944725513e-16,1.9944725513e-16,1.3349450406e+01
8.6600000000e-01,2.2077938320e-16,2.2077938320e-16,1.3311927424e+01
8.6800000000e-01,2.2077938320e-16,2.2077938320e-16,1.3311927424e+01
8.7000000000e-01,2.1822693461e-16,2.1822693461e-16,1.3316221447e+01
8.7200000000e-01,2.6304640345e-16,2.6304640345e-16,1.3247243793e+01
8.7400000000e-01,2.6936041569e-16,2.6936041569e-16,1.3238484774e+01
8.7600000000e-01,2.6936041569e-16,2.6936041569e-16,1.3238484774e+01
8.7800000000e-01,2.9182378322e-16,2.9182378322e-16,1.3208906364e+01
8.8000000000e-01,2.8600611405e-16,2.8600611405e-16,1.3216342323e+01
8.8200000000e-01,2.5217197519e-16,2.5217197519e-16,1.3262834036e+01
8.8400000000e-01,2.3491838398e-16,2.3491838398e-16,1.3289005317e+01
8.8600000000e-01,2.2765110138e-16,2.2765110138e-16,1.3300609220e+01
8.8800000000e-01,2.2077938320e-16,2.2077938320e-16,1.3311927424e+01
8.9000000000e-01,2.1693944883e-16,2.1693944883e-16,1.3318406499e+01
8.9200000000e-01,2.2392903423e-16,2.2392903423e-16,1.3306696630e+01
8.9400000000e-01,1.8258175290e-16,1.8258175290e-16,1.3382076014e+01
8.9600000000e-01,1.6569024092e-16,1.6569024092e-16,1.3417923949e+01
8.9800000000e-01,1.5248353014e-16,1.5248353014e-16,1.3448596731e+01
9.0000000000e-01,9.9018858115e-17,9.9018858115e-17,1.3608027407e+01
9.0200000000e-01,1.1474474907e-16,1.1474474907e-16,1.3553597186e+01
9.0400000000e-01,1.5156217107e-16,1.5156217107e-16,1.3450834755e+01
9.0600000000e-01,1.3902997252e-16,1.3902997252e-16,1.3482705055e+01
9.0800000000e-01,1.3902997252e-16,1.3902997252e-16,1.3482705055e+01
9.1000000000e-01,1.4003381208e-16,1.4003381208e-16,1.3480048395e+01
9.1200000000e-01,1.5521479555e-16,1.5521479555e-16,1.3442040965e+01
9.1400000000e-01,1.4397919844e-16,1.4397919844e-16,1.3469788272e+01
9.1600000000e-01,1.5156217107e-16,1.5156217107e-16,1.3450834755e+01
9.1800000000e-01,1.5430974530e-16,1.5430974530e-16,1.3444200460e+01
9.2000000000e-01,1.5156217107e-16,1.5156217107e-16,1.3450834755e+01
9.2200000000e-01,1.6737241847e-16,1.6737241847e-16,1.3414193828e+01
9.2400000000e-01,1.7633778488e-16,1.7633778488e-16,1.3394925349e+01
9.2600000000e-01,2.8892959153e-16,2.8892959153e-16,1.3212586912e+01
9.2800000000e-01,2.9278215618e-16,2.9278215618e-16,1.3207695641e+01
9.3000000000e-01,2.9611203595e-16,2.9611203595e-16,1.3203519557e+01
9.3200000000e-01,3.0033906708e-16,3.0033906708e-16,1.3198285467e+01
9.3400000000e-01,2.9799811894e-16,2.9799811894e-16,1.3201174958e+01
9.3600000000e-01,3.1668347721e-16,3.1668347721e-16,1.3178717617e+01
9.3800000000e-01,3.3641439760e-16,3.3641439760e-16,1.3156398627e+01
9.4000000000e-01,3.2454716068e-16,3.2454716068e-16,1.3169660149e+01
9.4200000000e-01,3.2926030343e-16,3.2926030343e-16,1.3164336106e+01
9.4400000000e-01,3.2238204538e-16,3.2238204538e-16,1.3172131868e+01
9.4600000000e-01,3.2540917325e-16,3.2540917325e-16,1.3168680652e+01
9.4800000000e-01,2.1950686895e-16,2.1950686895e-16,1.3314061953e+01
9.5000000000e-01,2.4655496837e-16,2.4655496837e-16,1.3271152320e+01
9.5200000000e-01,2.6674774079e-16,2.6674774079e-16,1.3242084005e+01
9.5400000000e-01,2.5983186636e-16,2.5983186636e-16,1.3251784219e+01
9.5600000000e-01,2.4541614025e-16,2.4541614025e-16,1.3272861913e+01
9.5800000000e-01,2.0084690216e-16,2.0084690216e-16,1.3346868061e+01
9.6000000000e-01,2.0361733513e-16,2.0361733513e-16,1.3341809260e+01
9.6200000000e-01,1.9803771623e-16,1.9803771623e-16,1.3352069382e+01
9.6400000000e-01,2.7805994505e-16,2.7805994505e-16,1.3226747030e+01
9.6600000000e-01,2.9516447500e-16,2.9516447500e-16,1.3204703117e+01
9.6800000000e-01,3.3890331734e-16,3.3890331734e-16,1.3153676690e+01
9.7000000000e-01,3.4055249164e-16,3.4055249164e-16,1.3151884107e+01
9.7200000000e-01,3.2324983172e-16,3.2324983172e-16,1.3171139206e+01
9.7400000000e-01,3.0173491844e-16,3.0173491844e-16,1.3196573232e+01
9.7600000000e-01,2.7246255730e-16,2.7246255730e-16,1.3234256314e+01
9.7800000000e-01,2.6037037858e-16,2.6037037858e-16,1.3251019685e+01
9.8000000000e-01,2.5766656306e-16,2.5766656306e-16,1.3254874412e+01
9.8200000000e-01,2.5766656306e-16,2.5766656306e-16,1.3254874412e+01
9.8400000000e-01,2.6037037858e-16,2.6037037858e-16,1.3251019685e+01
9.8600000000e-01,2.1499376425e-16,2.1499376425e-16,1.3321733340e+01
9.8800000000e-01,2.1171122394e-16,2.1171122394e-16,1.3327414855e+01
9.9000000000e-01,1.6653345369e-16,1.6653345369e-16,1.3416049469e+01
9.9200000000e-01,1.5248353014e-16,1.5248353014e-16,1.3448596731e+01
9.9400000000e-01,1.7713031824e-16,1.7713031824e-16,1.3393269422e+01
9.9600000000e-01,2.0292827280e-16,2.0292827280e-16,1.3343061025e+01
9.9800000000e-01,2.2948949813e-16,2.2948949813e-16,1.3297639161e+01
1.0000000000e+00,2.1104858938e-16,2.1104858938e-16,1.3328572443e+01
1.0020000000e+00,2.1038386776e-16,2.1038386776e-16,1.3329737335e+01
1.0040000000e+00,2.1950686895e-16,2.1950686895e-16,1.3314061953e+01
1.0060000000e+00,2.3670034416e-16,2.3670034416e-16,1.3286214816e+01
1.0080000000e+00,2.3788090183e-16,2.3788090183e-16,1.3284377639e+01
1.0100000000e+00,2.6410922153e-16,2.6410922153e-16,1.3245754796e+01
1.0120000000e+00,2.4598621336e-16,2.4598621336e-16,1.3272005138e+01
1.0140000000e+00,2.5272680969e-16,2.5272680969e-16,1.3262022453e+01
1.0160000000e+00,2.5766656306e-16,2.5766656306e-16,1.3254874412e+01
1.0180000000e+00,2.4712241438e-16,2.4712241438e-16,1.3270303424e+01
1.0200000000e+00,2.7502094730e-16,2.7502094730e-16,1.3230805098e+01
1.0220000000e+00,2.7906559008e-16,2.7906559008e-16,1.3225413922e+01
1.0240000000e+00,2.7654462071e-16,2.7654462071e-16,1.3228764915e+01
1.0260000000e+00,2.7502094730e-16,2.7502094730e-16,1.3230805098e+01
1.0280000000e+00,2.4254567729e-16,2.4254567729e-16,1.3277206459e+01
1.0300000000e+00,2.4768856041e-16,2.4768856041e-16,1.3269458412e+01
1.0320000000e+00,2.7039841729e-16,2.7039841729e-16,1.3237064501e+01
1.0340000000e+00,2.5105862770e-16,2.5105862770e-16,1.3264467982e+01
1.0360000000e+00,2.5105862770e-16,2.5105862770e-16,1.3264467982e+01
1.0380000000e+00,2.4937928693e-16,2.4937928693e-16,1.3266946337e+01
1.0400000000e+00,1.9083391838e-16,1.9083391838e-16,1.3365752284e+01
1.0420000000e+00,1.7791932133e-16,1.7791932133e-16,1.3391628214e+01
1.0440000000e+00,1.7554167343e-16,1.7554167343e-16,1.3396596263e+01
1.0460000000e+00,1.7474193499e-16,1.7474193499e-16,1.3398282436e+01
1.0480000000e+00,1.8181298421e-16,1.8181298421e-16,1.3383634122e+01
1.0500000000e+00,1.8181298421e-16,1.8181298421e-16,1.3383634122e+01
1.0520000000e+00,1.9009852482e-16,1.9009852482e-16,1.3367178042e+01
1.0540000000e+00,1.2746703632e-16,1.2746703632e-16,1.3514769359e+01
1.0560000000e+00,1.2746703632e-16,1.2746703632e-16,1.3514769359e+01
1.0580000000e+00,1.2746703632e-16,1.2746703632e-16,1.3514769359e+01
1.0600000000e+00,1.6227358034e-16,1.6227358034e-16,1.3425618174e+01
1.0620000000e+00,1.6227358034e-16,1.6227358034e-16,1.3425618174e+01
1.0640000000e+00,1.9661807272e-16,1.9661807272e-16,1.3354726042e+01
1.0660000000e+00,1.9229626864e-16,1.9229626864e-16,1.3362933379e+01
1.0680000000e+00,2.3432138586e-16,2.3432138586e-16,1.3289944936e+01
1.0700000000e+00,2.4080697619e-16,2.4080697619e-16,1.3279863119e+01
1.0720000000e+00,2.3670034416e-16,2.3670034416e-16,1.3286214816e+01
1.0740000000e+00,2.3670034416e-16,2.3670034416e-16,1.3286214816e+01
1.0760000000e+00,2.6410922153e-16,2.6410922153e-16,1.3245754796e+01
1.0780000000e+00,2.4881698793e-16,2.4881698793e-16,1.3267779904e+01
1.0800000000e+00,2.3312280313e-16,2.3312280313e-16,1.3291838642e+01
1.0820000000e+00,2.3670034416e-16,2.3670034416e-16,1.3286214816e+01
1.0840000000e+00,2.7956705606e-16,2.7956705606e-16,1.3224750960e+01
1.0860000000e+00,2.7194799110e-16,2.7194799110e-16,1.3234954367e+01
1.0880000000e+00,2.8551595754e-16,2.8551595754e-16,1.3216975719e+01
1.0900000000e+00,2.6251338080e-16,2.6251338080e-16,1.3247992819e+01
1.0920000000e+00,2.3191802606e-16,2.3191802606e-16,1.3293751972e+01
1.0940000000e+00,2.3191802606e-16,2.3191802606e-16,1.3293751972e+01
1.0960000000e+00,2.2455366315e-16,2.2455366315e-16,1.3305668021e+01
1.0980000000e+00,2.2455366315e-16,2.2455366315e-16,1.3305668021e+01
1.1000000000e+00,2.2765110138e-16,2.2765110138e-16,1.3300609220e+01
1.1020000000e+00,2.6674774079e-16,2.6674774079e-16,1.3242084005e+01
1.1040000000e+00,2.7603766406e-16,2.7603766406e-16,1.3229442474e+01
1.1060000000e+00,2.6251338080e-16,2.6251338080e-16,1.3247992819e+01
1.1080000000e+00,2.6936041569e-16,2.6936041569e-16,1.3238484774e+01
1.1100000000e+00,2.5820959119e-16,2.5820959119e-16,1.3254097001e+01
1.1120000000e+00,3.3599778518e-16,3.3599778518e-16,1.3156856210e+01
1.1140000000e+00,3.4464090327e-16,3.4464090327e-16,1.3147477342e+01
1.1160000000e+00,3.3848976829e-16,3.3848976829e-16,1.3154127569e+01
1.1180000000e+00,3.4055249164e-16,3.4055249164e-16,1.3151884107e+01
1.1200000000e+00,3.4423424720e-16,3.4423424720e-16,1.3147913315e+01
1.1220000000e+00,3.4423424720e-16,3.4423424720e-16,1.3147913315e+01
1.1240000000e+00,3.1267748137e-16,3.1267748137e-16,1.3183418613e+01
1.1260000000e+00,3.1976455650e-16,3.1976455650e-16,1.3175142283e+01
1.1280000000e+00,3.0173491844e-16,3.0173491844e-16,1.3196573232e+01
1.1300000000e+00,2.7856322138e-16,2.7856322138e-16,1.3226079272e+01
1.1320000000e+00,2.6727231896e-16,2.6727231896e-16,1.3241358524e+01
1.1340000000e+00,1.9874373528e-16,1.9874373528e-16,1.3350755251e+01
1.1360000000e+00,1.9874373528e-16,1.9874373528e-16,1.3350755251e+01
1.1380000000e+00,2.2204460493e-16,2.2204460493e-16,1.3309817290e+01
1.1400000000e+00,2.1368679916e-16,2.1368679916e-16,1.3323985010e+01
1.1420000000e+00,2.0635057602e-16,2.0635057602e-16,1.3336885377e+01
1.1440000000e+00,1.9518810412e-16,1.9518810412e-16,1.3357421487e+01
1.1460000000e+00,1.9229626864e-16,1.9229626864e-16,1.3362933379e+01
1.1480000000e+00,1.8712805263e-16,1.8712805263e-16,1.3372993788e+01
1.1500000000e+00,1.6140811507e-16,1.6140811507e-16,1.3427592895e+01
1.1520000000e+00,1.6986445260e-16,1.6986445260e-16,1.3408736248e+01
1.1540000000e+00,1.5611459901e-16,1.5611459901e-16,1.3439906436e+01
1.1560000000e+00,1.5878341795e-16,1.5878341795e-16,1.3433647034e+01
1.1580000000e+00,1.5521479555e-16,1.5521479555e-16,1.3442040965e+01
1.1600000000e+00,1.5430974530e-16,1.5430974530e-16,1.3444200460e+01
1.1620000000e+00,1.4781931755e-16,1.4781931755e-16,1.3460068413e+01
1.1640000000e+00,1.6140811507e-16,1.6140811507e-16,1.3427592895e+01
1.1660000000e+00,1.7150569316e-16,1.7150569316e-16,1.3405185471e+01
1.1680000000e+00,2.0635057602e-16,2.0635057602e-16,1.3336885377e+01
1.1700000000e+00,1.9446917680e-16,1.9446917680e-16,1.3358784111e+01
1.1720000000e+00,2.0837698054e-16,2.0837698054e-16,1.3333276766e+01
1.1740000000e+00,1.9009852482e-16,1.9009852482e-16,1.3367178042e+01
1.1760000000e+00,1.8637803737e-16,1.8637803737e-16,1.3374476806e+01
1.1780000000e+00,2.1693944883e-16,2.1693944883e-16,1.3318406499e+01
1.1800000000e+00,2.2455366315e-16,2.2455366315e-16,1.3305668021e+01
1.1820000000e+00,2.7194799110e-16,2.7194799110e-16,1.3234954367e+01
1.1840000000e+00,2.7603766406e-16,2.7603766406e-16,1.3229442474e+01
1.1860000000e+00,2.6831839857e-16,2.6831839857e-16,1.3239916058e+01
1.1880000000e+00,2.8502495811e-16,2.8502495811e-16,1.3217611295e+01
1.1900000000e+00,2.6727231896e-16,2.6727231896e-16,1.3241358524e+01
1.1920000000e+00,2.6197927368e-16,2.6197927368e-16,1.3248744897e+01
1.1940000000e+00,2.8156398898e-16,2.8156398898e-16,1.3222122663e+01
1.1960000000e+00,2.8006762415e-16,2.8006762415e-16,1.3224090370e+01
1.1980000000e+00,2.9516447500e-16,2.9516447500e-16,1.3204703117e+01
1.2000000000e+00,2.8206101318e-16,2.8206101318e-16,1.3221471394e+01
1.2020000000e+00,2.8747156915e-16,2.8747156915e-16,1.3214455070e+01
1.2040000000e+00,2.5272680969e-16,2.5272680969e-16,1.3262022453e+01
1.2060000000e+00,2.5493407265e-16,2.5493407265e-16,1.3258811335e+01
1.2080000000e+00,2.5766656306e-16,2.5766656306e-16,1.3254874412e+01
1.2100000000e+00,2.3788090183e-16,2.3788090183e-16,1.3284377639e+01
1.2120000000e+00,2.3964083386e-16,2.3964083386e-16,1.3281655703e+01
1.2140000000e+00,2.5105862770e-16,2.5105862770e-16,1.3264467982e+01
1.2160000000e+00,2.3252119489e-16,2.3252119489e-16,1.3292792828e+01
1.2180000000e+00,2.5105862770e-16,2.5105862770e-16,1.3264467982e+01
1.2200000000e+00,1.9874373528e-16,1.9874373528e-16,1.3350755251e+01
1.2220000000e+00,1.9944725513e-16,1.9944725513e-16,1.3349450406e+01
1.2240000000e+00,1.9944725513e-16,1.9944725513e-16,1.3349450406e+01
1.2260000000e+00,1.4300305703e-16,1.4300305703e-16,1.3472300348e+01
1.2280000000e+00,1.5063517662e-16,1.5063517662e-16,1.3453100240e+01
1.2300000000e+00,1.8026561152e-16,1.8026561152e-16,1.3386790347e+01
1.2320000000e+00,2.3252119489e-16,2.3252119489e-16,1.3292792828e+01
1.2340000000e+00,2.7297615353e-16,2.7297615353e-16,1.3233560891e+01
1.2360000000e+00,2.6674774079e-16,2.6674774079e-16,1.3242084005e+01
1.2380000000e+00,2.5820959119e-16,2.5820959119e-16,1.3254097001e+01
1.2400000000e+00,2.4312248115e-16,2.4312248115e-16,1.3276329333e+01
1.2420000000e+00,2.4312248115e-16,2.4312248115e-16,1.3276329333e+01
1.2440000000e+00,2.4254567729e-16,2.4254567729e-16,1.3277206459e+01
1.2460000000e+00,2.6727231896e-16,2.6727231896e-16,1.3241358524e+01
1.2480000000e+00,2.6304640345e-16,2.6304640345e-16,1.3247243793e+01
1.2500000000e+00,2.7194799110e-16,2.7194799110e-16,1.3234954367e+01
1.2520000000e+00,2.6357834818e-16,2.6357834818e-16,1.3246497793e+01
1.2540000000e+00,1.9732917114e-16,1.9732917114e-16,1.3353392934e+01
1.2560000000e+00,1.5966311121e-16,1.5966311121e-16,1.3431606851e+01
1.2580000000e+00,1.4591189161e-16,1.4591189161e-16,1.3464864389e+01
1.2600000000e+00,1.5966311121e-16,1.5966311121e-16,1.3431606851e+01
1.2620000000e+00,1.5966311121e-16,1.5966311121e-16,1.3431606851e+01
1.2640000000e+00,1.4591189161e-16,1.4591189161e-16,1.3464864389e+01
1.2660000000e+00,1.5063517662e-16,1.5063517662e-16,1.3453100240e+01
1.2680000000e+00,1.3493995776e-16,1.3493995776e-16,1.3493731297e+01
1.2700000000e+00,1.4876385954e-16,1.4876385954e-16,1.3457716347e+01
1.2720000000e+00,1.5966311121e-16,1.5966311121e-16,1.3431606851e+01
1.2740000000e+00,1.6313445418e-16,1.6313445418e-16,1.3423664349e+01
1.2760000000e+00,1.5700924587e-16,1.5700924587e-16,1.3437796303e+01
1.2780000000e+00,1.5966311121e-16,1.5966311121e-16,1.3431606851e+01
1.2800000000e+00,1.4876385954e-16,1.4876385954e-16,1.3457716347e+01
1.2820000000e+00,1.5156217107e-16,1.5156217107e-16,1.3450834755e+01
1.2840000000e+00,1.6140811507e-16,1.6140811507e-16,1.3427592895e+01
1.2860000000e+00,1.6986445260e-16,1.6986445260e-16,1.3408736248e+01
1.2880000000e+00,1.7393851954e-16,1.7393851954e-16,1.3399984150e+01
1.2900000000e+00,2.0014830212e-16,2.0014830212e-16,1.3348154719e+01
1.2920000000e+00,2.0014830212e-16,2.0014830212e-16,1.3348154719e+01
1.2940000000e+00,1.8258175290e-16,1.8258175290e-16,1.3382076014e+01
1.2960000000e+00,1.8936027533e-16,1.8936027533e-16,1.3368614895e+01
1.2980000000e+00,2.3131328441e-16,2.3131328441e-16,1.3294716124e+01
1.3000000000e+00,2.2641721098e-16,2.2641721098e-16,1.3302616139e+01
1.3020000000e+00,2.2141289780e-16,2.2141289780e-16,1.3310869342e+01
1.3040000000e+00,2.4881698793e-16,2.4881698793e-16,1.3267779904e+01
1.3060000000e+00,2.6674774079e-16,2.6674774079e-16,1.3242084005e+01
1.3080000000e+00,2.5820959119e-16,2.5820959119e-16,1.3254097001e+01
1.3100000000e+00,2.6674774079e-16,2.6674774079e-16,1.3242084005e+01
1.3120000000e+00,2.4712241438e-16,2.4712241438e-16,1.3270303424e+01
1.3140000000e+00,2.2826554541e-16,2.2826554541e-16,1.3299613883e+01
1.3160000000e+00,2.3551386880e-16,2.3551386880e-16,1.3288070456e+01
1.3180000000e+00,2.3312280313e-16,2.3312280313e-16,1.3291838642e+01
1.3200000000e+00,1.9374758182e-16,1.9374758182e-16,1.3360156866e+01
1.3220000000e+00,2.0223686271e-16,2.0223686271e-16,1.3344321335e+01
1.3240000000e+00,2.1104858938e-16,2.1104858938e-16,1.3328572443e+01
1.3260000000e+00,1.6313445418e-16,1.6313445418e-16,1.3423664349e+01
1.3280000000e+00,2.0361733513e-16,2.0361733513e-16,1.3341809260e+01
1.3300000000e+00,2.0567067112e-16,2.0567067112e-16,1.3338104092e+01
1.3320000000e+00,1.8637803737e-16,1.8637803737e-16,1.3374476806e+01
1.3340000000e+00,1.8637803737e-16,1.8637803737e-16,1.3374476806e+01
1.3360000000e+00,2.4825341532e-16,2.4825341532e-16,1.3268617250e+01
1.3380000000e+00,2.5328042878e-16,2.5328042878e-16,1.3261214423e+01
1.3400000000e+00,2.6516777976e-16,2.6516777976e-16,1.3244277710e+01
1.3420000000e+00,3.4504708008e-16,3.4504708008e-16,1.3147042395e+01
1.3440000000e+00,3.4014094769e-16,3.4014094769e-16,1.3152330624e+01
1.3460000000e+00,3.4868138014e-16,3.4868138014e-16,1.3143173308e+01
1.3480000000e+00,3.4014094769e-16,3.4014094769e-16,1.3152330624e+01
1.3500000000e+00,3.3095753273e-16,3.3095753273e-16,1.3162437532e+01
1.3520000000e+00,3.3766115072e-16,3.3766115072e-16,1.3155032643e+01
1.3540000000e+00,3.4423424720e-16,3.4423424720e-16,1.3147913315e+01
